UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL12,LEVEL17,LEVEL18,LEVEL19,OPENADMP,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,APPDATE,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,SATACTDT,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XSATWR25,SATWR25,XSATWR75,SATWR75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75,XACTWR25,ACTWR25,XACTWR75,ACTWR75,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO5,SLO51,SLO52,SLO53,SLO6,SLO7,SLO8,SLO81,SLO82,SLO83,SLO9,YRSCOLL,STUSRV1,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBFAC,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4,CALSYS,XAPPFEEU,APPLFEEU,XAPPFEEG,APPLFEEG,FT_UG,FT_FTUG,FTGDNIDP,PT_UG,PT_FTUG,PTGDNIDP,DOCPP,DOCPPSP,TUITVARY,ROOM,XROOMCAP,ROOMCAP,BOARD,XMEALSWK,MEALSWK,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,ALLONCAM,XENRLM,ENRLM,XENRLW,ENRLW,XENRLT,ENRLT,XAPPLCN,APPLCN,XADMSSN,ADMSSN,XENRLFT,ENRLFT,XENRLPT,ENRLPT,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4,DISAB,XDISABPC,DISABPCT,DISTNCED,DSTNCED1,DSTNCED2,DSTNCED3
101277,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,0,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"B",.,"A",.,1,1,-2,2,2,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
101286,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,-2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,1,"A",.,2 ,1 ,0 ,0
101295,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"B",.,"A",.,1,1,2,1,1,2,-2,-2,1,1,"R",183,3,"A",.,"R",1800,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,1,"A",.,2 ,1 ,0 ,0
101301,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,-2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,1,"A",.,2 ,1 ,0 ,0
101365,0,1,0,0,0,0,2,-2,-2,-2,0,1,1,0,1,0,0,0,0,0,0,0,2,3,3,1,3,3,3,2,2,1,2,"R",54,"R",36,"R",46,"R",28,"R",14,"R",13,"R",15,"R",1,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"B",.,"A",.,1,1,2,1,1,2,-2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",29,"R",14,"R",43,"R",90,"R",74,"R",27,"R",16,1,0,0,1,0,1,"A",.,2 ,1 ,1 ,0
101435,0,1,0,0,0,0,4,-2,-2,71,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,1,2,2,2,1,2,3,2,"R",1204,"R",631,"R",716,"R",395,"R",163,"R",113,"R",0,"R",0,2,"R",52,"R",19,"R",256,"R",93,"R",428,"R",500,"R",408,"R",513,"B",.,"B",.,"R",19,"R",24,"R",18,"R",23,"R",17,"R",23,"B",.,"B",.,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,335,1,335,1,335,1,360,1,"R",0,"A",.,1,1,2,1,1,2,-2,-2,2,1,"R",549,1,"R",19,"A",.,"A",.,"R",8250,2,"R",163,"R",113,"R",276,"R",1835,"R",1111,"R",276,"R",0,1,1,0,1,0,1,"A",.,2 ,1 ,0 ,0
101453,0,1,0,0,0,0,4,-2,-2,74,0,0,1,0,1,0,1,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",25,"R",25,1,1,1,1,1,1,-2,-2,2,1,"R",46,1,"R",8,"R",3000,"R",840,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,1 ,1 ,0
101462,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,-2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0,1,"A",.,2 ,1 ,0 ,0
101471,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,-2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0,1,"A",.,2 ,0 ,0 ,1
101480,0,1,1,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,0,1,0,0,2,3,3,1,3,3,3,1,1,3,2,"R",1428,"R",1733,"R",1148,"R",1454,"R",567,"R",735,"R",16,"R",14,2,"R",215,"R",16,"R",1200,"R",90,"R",430,"R",540,"R",430,"R",540,"B",.,"B",.,"R",19,"R",26,"R",19,"R",27,"R",17,"R",24,"B",.,"B",.,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,126,1,126,1,126,1,126,1,"R",30,"R",30,1,1,1,1,1,1,-2,-2,1,1,"R",1992,2,"A",.,"R",3550,"R",4125,"A",.,2,"R",583,"R",749,"R",1332,"R",3161,"R",2602,"R",1302,"R",30,1,0,0,1,0,2,"R",4,2 ,1 ,1 ,0
101499,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,-2,-2,1,1,"R",128,3,"A",.,"R",3000,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,1,"A",.,2 ,1 ,0 ,0
101505,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,-2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0,1,"A",.,2 ,1 ,0 ,0
101514,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,-2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,1,0,1,"A",.,2 ,1 ,0 ,0
101541,0,1,0,0,0,0,4,-2,-2,54,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,1,2,2,3,1,1,3,2,"Z",0,"R",309,"Z",0,"R",252,"Z",0,"R",79,"Z",0,"R",0,2,"R",6,"R",8,"R",75,"R",95,"R",390,"R",590,"R",420,"R",510,"R",460,"R",660,"R",18,"R",24,"R",16,"R",25,"R",16,"R",23,"B",.,"B",.,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,0,0,0,1,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",35,"A",.,1,1,2,1,2,2,-2,-2,2,1,"R",246,1,"R",21,"R",4950,"R",3850,"A",.,1,"Z",0,"R",79,"R",79,"R",309,"R",252,"R",79,"R",0,1,0,1,1,0,1,"A",.,2 ,1 ,0 ,0
101569,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,-2,-2,1,1,"R",110,1,"R",15,"R",3000,"R",1000,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,1,"A",.,2 ,1 ,0 ,0
101587,0,1,0,0,0,0,1,2,0,-2,0,0,1,0,1,0,1,1,0,0,0,0,2,1,3,1,2,3,3,1,1,4,1,"R",415,"R",522,"R",172,"R",283,"R",159,"R",185,"R",3,"R",7,1,"R",0,"R",0,"R",354,"R",100,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",18,"R",23,"R",18,"R",23,"R",16,"R",23,"B",.,"B",.,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,146,1,146,1,146,1,146,1,"R",35,"R",35,1,1,1,1,1,1,-2,-2,1,1,"R",851,1,"R",19,"R",3640,"R",2280,"A",.,2,"R",162,"R",192,"R",354,"R",937,"R",455,"R",344,"R",10,1,0,1,1,0,1,"A",.,2 ,1 ,1 ,0
101602,1,1,-2,1,1,0,1,2,9,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,-2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,1,"A",.,2 ,1 ,0 ,0
101648,0,1,-2,0,0,0,1,2,0,-2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,3,3,1,1,3,2,"R",575,"R",139,"R",402,"R",79,"R",197,"R",47,"R",0,"R",0,2,"R",115,"R",47,"R",180,"R",74,"R",470,"R",590,"R",480,"R",610,"B",.,"B",.,"R",19,"R",26,"R",17,"R",25,"R",17,"R",26,"B",.,"B",.,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,-2,1,1,0,0,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",30,"A",.,1,1,2,1,2,2,-2,-2,1,1,"R",500,1,"R",21,"A",.,"A",.,"R",3950,1,"R",197,"R",47,"R",244,"R",714,"R",481,"R",244,"R",0,2,0,0,0,0,1,"A",.,2 ,0 ,0 ,1
101675,0,1,0,0,0,0,4,-2,-2,55,0,0,0,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,161,1,161,1,161,1,161,1,"R",0,"A",.,1,1,2,1,1,2,-2,-2,2,1,"R",742,1,"R",21,"R",4000,"R",2812,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
101693,0,1,0,0,0,0,4,-2,-2,75,0,0,1,0,1,0,1,0,0,0,0,0,2,1,2,1,2,3,3,1,1,3,2,"R",275,"R",514,"R",218,"R",416,"R",85,"R",142,"R",1,"R",2,2,"R",17,"R",7,"R",213,"R",93,"R",437,"R",608,"R",470,"R",690,"B",.,"B",.,"R",20,"R",25,"R",20,"R",26,"R",17,"R",24,"B",.,"B",.,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,2,-2,1,334,1,334,1,334,1,"R",50,"R",40,1,1,1,1,1,1,-2,-2,2,1,"R",610,2,"A",.,"R",4600,"R",3550,"A",.,2,"R",86,"R",144,"R",230,"R",789,"R",634,"R",227,"R",3,1,0,0,1,0,1,"A",.,2 ,1 ,1 ,0
101709,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,1,0,0,0,0,2,1,2,1,2,3,3,1,1,3,1,"R",450,"R",865,"R",342,"R",680,"R",173,"R",324,"R",3,"R",7,1,"R",27,"R",5,"R",473,"R",93,"B",.,"B",.,"R",485,"R",605,"B",.,"B",.,"R",20,"R",26,"R",21,"R",28,"R",17,"R",24,"B",.,"B",.,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,157,1,157,1,157,1,"R",30,"R",30,1,1,1,1,1,1,-2,-2,1,1,"R",1253,1,"R",19,"R",3520,"R",2002,"A",.,2,"R",176,"R",331,"R",507,"R",1315,"R",1022,"R",497,"R",10,1,0,0,1,0,2,"R",7,2 ,1 ,1 ,0
101736,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,0,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,-2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,1,"A",.,2 ,1 ,0 ,0
101879,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,1,0,0,0,0,2,2,2,1,2,3,3,1,1,3,2,"R",1050,"R",1369,"R",929,"R",1211,"R",459,"R",598,"R",7,"R",14,2,"R",23,"R",2,"R",1036,"R",96,"R",435,"R",550,"R",440,"R",535,"B",.,"B",.,"R",18,"R",24,"R",18,"R",25,"R",17,"R",23,"B",.,"B",.,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,146,1,146,1,146,1,146,1,"R",25,"R",25,1,1,1,1,1,1,-2,-2,1,1,"R",1200,2,"A",.,"R",2862,"R",3374,"A",.,2,"R",466,"R",612,"R",1078,"R",2419,"R",2140,"R",1057,"R",21,1,0,0,1,0,1,"A",.,2 ,1 ,1 ,0
101897,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"B",.,"A",.,1,1,2,1,1,2,-2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,1,"A",.,2 ,1 ,0 ,0
101912,0,1,0,0,0,0,4,-2,-2,95,0,0,1,0,1,1,1,0,0,0,0,0,2,1,3,1,2,1,3,1,1,4,1,"R",896,"R",1606,"R",278,"R",515,"R",147,"R",239,"R",0,"R",0,1,"R",177,"R",46,"R",230,"R",60,"R",410,"R",515,"R",380,"R",500,"B",.,"B",.,"R",17,"R",22,"R",16,"R",23,"R",16,"R",20,"B",.,"B",.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,0,1,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",25,"R",100,1,1,1,1,1,1,-2,-2,2,1,"R",1227,1,"R",14,"R",4692,"R",4858,"A",.,2,"R",147,"R",239,"R",387,"R",2502,"R",793,"R",386,"R",1,2,0,0,0,0,1,"A",.,2 ,0 ,0 ,1
101949,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"B",.,"A",.,1,1,2,1,1,2,-2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,1,"A",.,2 ,1 ,0 ,0
101958,1,0,-2,0,0,0,2,-2,-2,-2,0,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,"R",0,"A",.,1,1,-2,2,2,-2,-2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0,1,"A",.,2 ,0 ,0 ,1
101994,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,-2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,1,"A",.,2 ,1 ,0 ,0
102030,1,1,-2,0,1,0,1,2,0,-2,1,1,1,1,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,-2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,1,"A",.,2 ,1 ,0 ,0
102049,1,1,1,1,0,0,4,-2,-2,54,0,1,0,0,1,0,1,1,0,1,1,0,2,1,3,1,2,1,2,1,1,3,2,"R",1140,"R",2077,"R",804,"R",1629,"R",247,"R",454,"R",5,"R",2,2,"R",281,"R",40,"R",577,"R",82,"R",520,"R",630,"R",510,"R",630,"R",510,"R",620,"R",23,"R",29,"R",23,"R",31,"R",21,"R",27,"B",.,"B",.,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,131,1,131,1,131,1,131,4,"R",35,"R",35,1,1,1,1,1,1,1,1,2,1,"R",2015,1,"R",19,"R",4250,"R",4000,"A",.,2,"R",252,"R",456,"R",708,"R",3217,"R",2433,"R",701,"R",7,2,0,0,0,0,1,"A",.,2 ,1 ,1 ,0
