UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL9,LEVEL10,LEVEL11,LEVEL12,LEVEL17,LEVEL18,LEVEL19,OPENADMP,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,APPDATE,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,SATACTDT,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XSATWR25,SATWR25,XSATWR75,SATWR75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75,XACTWR25,ACTWR25,XACTWR75,ACTWR75,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO3,SLO5,SLO51,SLO52,SLO53,SLO6,SLO7,SLO8,SLO81,SLO82,SLO83,SLO9,YRSCOLL,STUSRV1,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBFAC,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4,PCTPOST,CALSYS,XAPPFEEU,APPLFEEU,XAPPFEEG,APPLFEEG,XAPPFEEP,APPLFEEP,FT_UG,FT_FTUG,FT_GD,FT_FP,PT_UG,PT_FTUG,PT_GD,PT_FP,TUITVARY,ROOM,XROOMCAP,ROOMCAP,BOARD,XMEALSWK,MEALSWK,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,ALLONCAM,XENRLM,ENRLM,XENRLW,ENRLW,XENRLT,ENRLT,XAPPLCN,APPLCN,XADMSSN,ADMSSN,XENRLFT,ENRLFT,XENRLPT,ENRLPT,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4 
100830,0,1,1,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,1,0,0,0,0,-2,-2,-2,2,2,2,3,3,3,3,1,1,3,2,"R",624,"R",997,"R",573,"R",897,"R",279,"R",390,"R",44,"R",53,2,"R",0,"R",0,"R",711,"R",91,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",18,"R",22,"R",18,"R",23,"R",17,"R",22,"B",.,"B",.,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,-2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,2,-2,1,334,1,334,2,-2,-2,1,"R",25,"R",25,"A",.,1,1,1,2,1,1,1,2,1,1,"R",673,3,"A",.,"R",3420,"A",.,"A",.,2,"R",323,"R",443,"R",766,"R",1621,"R",1470,"R",669,"R",97,2,0,0,0,0
100858,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,1,1,1,0,0,-2,-2,-2,2,1,2,1,2,2,3,1,1,3,2,"R",7816,"R",9252,"R",5398,"R",6687,"R",1915,"R",2044,"R",13,"R",12,2,"R",947,"R",24,"R",3018,"R",76,"R",520,"R",620,"R",550,"R",650,"R",520,"R",620,"R",23,"R",28,"R",23,"R",30,"R",22,"R",28,"R",7,"R",9,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,130,1,130,1,130,1,130,-2,1,"R",40,"R",50,"R",40,1,1,1,1,1,1,1,1,1,1,"R",2780,2,"A",.,"R",3480,"R",4488,"A",.,2,"R",1928,"R",2056,"R",3984,"R",17068,"R",12085,"R",3959,"R",25,2,0,0,0,0
100937,0,1,0,0,0,0,4,-2,-2,71,0,0,0,0,1,0,1,0,0,0,0,0,-2,-2,-2,2,1,3,1,2,1,3,1,1,3,2,"R",973,"R",1128,"R",676,"R",771,"R",239,"R",212,"Z",0,"Z",0,2,"R",221,"R",49,"R",388,"R",86,"R",520,"R",640,"R",510,"R",630,"B",.,"B",.,"R",23,"R",28,"R",23,"R",31,"R",21,"R",28,"B",.,"B",.,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,-2,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,198,1,198,1,198,1,198,-2,4,"R",40,"R",25,"A",.,1,1,1,2,1,2,1,2,2,1,"R",1420,2,"A",.,"R",5245,"R",3860,"A",.,1,"R",239,"R",212,"R",451,"R",2101,"R",1449,"R",451,"Z",0,1,0,0,1,0
101028,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,0,0,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,0,1
101073,0,1,0,0,0,0,4,-2,-2,68,0,0,1,0,1,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",10,"A",.,"B",.,1,1,2,-2,1,1,2,-2,2,1,"R",315,2,"A",.,"R",1200,"R",2300,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,1,0
101116,0,1,0,0,0,0,2,-2,-2,-2,0,0,1,0,1,0,1,0,0,0,0,0,-2,-2,-2,2,3,3,1,3,3,3,2,1,1,1,"R",22,"R",94,"R",20,"R",84,"R",14,"R",41,"R",5,"R",33,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,2,"R",50,"R",50,"A",.,1,1,1,2,1,1,1,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",19,"R",74,"R",93,"R",116,"R",104,"R",55,"R",38,1,0,0,1,0
101143,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0
101161,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,1,"R",320,1,"R",15,"A",.,"A",.,"R",4050,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0
101189,0,1,0,0,0,0,4,-2,-2,74,0,0,1,0,1,0,1,0,0,1,0,0,-2,-2,-2,2,2,2,1,2,2,2,1,1,4,2,"R",499,"R",376,"R",132,"R",89,"R",132,"R",89,"R",0,"R",0,2,"R",67,"R",21,"R",288,"R",89,"R",410,"R",550,"R",380,"R",510,"B",.,"B",.,"R",18,"R",23,"R",17,"R",24,"R",16,"R",23,"B",.,"B",.,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,315,1,334,1,334,2,-2,-2,1,"R",10,"R",50,"R",30,1,1,1,1,1,1,1,1,2,1,"R",612,1,"R",20,"R",3150,"R",3200,"A",.,2,"R",132,"R",89,"R",221,"R",875,"R",221,"R",221,"R",0,1,0,0,1,0
101240,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,1,"R",110,1,"R",15,"A",.,"A",.,"R",3200,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0
101286,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0
101295,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,1,"R",184,3,"A",.,"R",1550,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0
101301,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0
101365,0,1,0,0,0,0,2,-2,-2,-2,0,1,1,0,1,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,2,3,3,3,3,3,3,3,1,1,2,"R",24,"R",31,"R",19,"R",27,"R",7,"R",13,"R",5,"R",4,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",0,"A",.,"B",.,1,1,2,-2,1,1,2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",12,"R",17,"R",29,"R",56,"R",46,"R",20,"R",9,1,0,0,1,0
101435,0,1,0,0,0,0,4,-2,-2,71,0,0,0,0,1,0,0,0,-2,-2,-2,0,-2,-2,-2,2,1,1,1,2,2,2,1,1,3,2,"R",637,"R",461,"R",397,"R",316,"R",147,"R",106,"R",0,"R",0,2,"R",48,"R",19,"R",232,"R",92,"R",430,"R",560,"R",450,"R",540,"B",.,"B",.,"R",19,"R",24,"R",19,"R",24,"R",17,"R",23,"B",.,"B",.,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,195,1,360,1,360,1,360,-2,1,"R",20,"A",.,"B",.,1,1,2,-2,1,1,2,-2,2,1,"R",518,1,"R",19,"A",.,"A",.,"R",6950,2,"R",147,"R",106,"R",253,"R",1098,"R",713,"R",253,"R",0,1,0,0,1,0
101453,0,1,0,0,0,0,4,-2,-2,74,0,0,1,0,1,0,1,0,0,0,0,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",25,"R",25,"A",.,1,1,1,2,1,1,1,2,2,1,"R",32,1,"R",8,"R",3000,"R",600,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0
101462,1,0,-2,0,1,0,1,2,0,-2,1,1,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0
101471,1,0,-2,0,1,1,1,2,0,-2,1,1,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0
101480,0,1,1,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,-2,-2,-2,0,0,0,0,2,3,3,1,3,3,3,1,1,3,2,"R",1556,"R",1896,"R",1323,"R",1641,"R",580,"R",663,"R",28,"R",28,2,"R",250,"R",19,"R",1119,"R",86,"R",385,"R",500,"R",380,"R",490,"B",.,"B",.,"R",17,"R",22,"R",17,"R",22,"R",16,"R",21,"R",16,"R",32,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,126,1,126,1,126,1,126,-2,1,"R",20,"R",20,"A",.,1,1,1,-2,1,1,1,-2,1,1,"R",1621,2,"A",.,"R",2350,"R",3465,"A",.,2,"R",608,"R",691,"R",1299,"R",3452,"R",2964,"R",1243,"R",56,2,0,0,0,0
101499,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,1,"R",128,3,"A",.,"R",2800,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0
101505,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,0,1
101514,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0
101541,0,1,0,0,0,0,4,-2,-2,54,0,0,0,0,1,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,2,1,3,1,2,2,3,1,1,3,2,"Z",0,"R",304,"Z",0,"R",254,"Z",0,"R",94,"B",.,"R",0,2,"R",7,"R",7,"R",92,"R",98,"R",450,"R",720,"R",470,"R",630,"R",430,"R",640,"R",19,"R",26,"R",20,"R",26,"R",17,"R",24,"B",.,"B",.,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,0,0,0,1,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",35,"A",.,"B",.,1,1,2,-2,1,2,2,-2,2,1,"R",249,1,"R",20,"R",4240,"R",3350,"A",.,2,"B",.,"R",94,"R",94,"R",304,"R",254,"R",94,"R",0,1,0,0,1,0
101569,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,1,"R",110,1,"R",15,"R",3000,"R",1000,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1
101587,0,1,0,0,0,0,1,2,0,-2,0,0,1,0,1,0,1,0,-2,-2,-2,0,0,0,0,2,1,3,1,2,3,3,1,1,4,2,"R",376,"R",509,"R",284,"R",320,"R",134,"R",164,"R",2,"R",4,2,"R",12,"R",4,"R",292,"R",96,"R",350,"R",780,"R",240,"R",530,"R",390,"R",520,"R",17,"R",22,"R",16,"R",22,"R",16,"R",21,"B",.,"B",.,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,146,1,146,1,146,1,146,-2,1,"R",20,"R",20,"A",.,1,1,1,-2,1,1,1,-2,1,1,"R",833,1,"R",19,"R",1840,"R",2064,"A",.,2,"R",136,"R",168,"R",304,"R",885,"R",604,"R",298,"R",6,1,0,1,1,0
101602,1,1,-2,1,1,0,1,2,9,-2,1,1,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0
101648,0,1,-2,0,0,1,1,2,0,-2,0,0,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,2,1,1,1,1,3,3,1,1,3,2,"R",688,"R",218,"R",326,"R",82,"R",225,"R",49,"Z",0,"Z",0,2,"R",96,"R",35,"R",178,"R",65,"R",460,"R",600,"R",470,"R",620,"B",.,"B",.,"R",18,"R",25,"R",17,"R",25,"R",17,"R",25,"B",.,"B",.,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,-2,1,1,0,0,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",40,"A",.,"A",.,1,1,2,-2,1,2,2,-2,1,1,"R",500,1,"R",20,"A",.,"A",.,"R",3450,1,"R",225,"R",49,"R",274,"R",906,"R",408,"R",274,"Z",0,1,0,1,0,0
101675,0,1,0,0,0,0,4,-2,-2,55,0,0,0,0,1,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,161,1,161,1,161,1,161,-2,1,"R",0,"A",.,"B",.,1,1,2,-2,1,1,2,-2,2,1,"R",715,1,"R",19,"R",3182,"R",2334,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
101693,0,1,0,0,0,0,4,-2,-2,75,0,0,1,0,1,0,1,0,0,0,0,0,-2,-2,-2,2,1,2,1,2,3,3,1,1,3,2,"R",587,"R",1266,"R",348,"R",687,"R",91,"R",157,"R",0,"R",3,2,"R",21,"R",8,"R",230,"R",92,"R",500,"R",700,"R",450,"R",650,"R",500,"R",700,"R",20,"R",25,"R",21,"R",25,"R",19,"R",25,"B",.,"B",.,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,2,-2,1,337,1,337,1,337,-2,1,"R",50,"R",40,"A",.,1,1,1,2,1,1,1,2,2,1,"R",559,1,"R",19,"R",4370,"R",2950,"A",.,1,"R",91,"R",160,"R",251,"R",1853,"R",1035,"R",248,"R",3,1,0,0,1,0
101709,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,1,0,0,0,0,-2,-2,-2,2,1,2,1,2,3,3,1,1,3,1,"R",470,"R",967,"R",357,"R",763,"R",162,"R",320,"R",5,"R",4,1,"R",0,"R",0,"R",441,"R",91,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",18,"R",23,"R",18,"R",25,"R",16,"R",29,"B",.,"B",.,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,146,1,146,1,146,-2,1,"R",25,"R",25,"A",.,1,1,1,2,1,1,1,2,1,1,"R",1252,1,"R",21,"R",2796,"R",1560,"A",.,1,"R",167,"R",324,"R",491,"R",1437,"R",1120,"R",482,"R",9,1,0,0,1,0
