UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL9,LEVEL10,LEVEL11,LEVEL12,OPENADMP,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,APPDATE,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,SATACTDT,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XSATWR25,SATWR25,XSATWR75,SATWR75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO3,SLO5,SLO51,SLO52,SLO53,SLO6,SLO7,SLO8,SLO81,SLO82,SLO83,SLO9,YRSCOLL,STUSRV1,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBFAC,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4,PCTPOST,CALSYS,XAPPFEEU,APPLFEEU,XAPPFEEG,APPLFEEG,XAPPFEEP,APPLFEEP,FT_UG,FT_FTUG,FT_GD,FT_FP,PT_UG,PT_FTUG,PT_GD,PT_FP,TUITVARY,ROOM,XROOMCAP,ROOMCAP,BOARD,XMEALSWK,MEALSWK,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,ALLONCAM,XENRLM,ENRLM,XENRLW,ENRLW,XENRLT,ENRLT,XAPPLCN,APPLCN,XADMSSN,ADMSSN,XENRLFT,ENRLFT,XENRLPT,ENRLPT  
101240,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"Z",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,1,"R",110,1,"R",15,"A",.,"A",.,"R",2800,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101286,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"Z",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101295,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"Z",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,1,"R",184,3,"A",.,"R",1550,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101301,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101365,0,1,0,0,0,0,2,-2,-2,-2,0,1,1,0,1,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,1,1,2,"R",32,"R",59,"R",17,"R",29,"R",14,"R",23,"R",3,"R",6,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"B",.,"B",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"Z",0,"A",.,"A",.,1,1,2,2,1,1,2,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",17,"R",29,"R",46,"R",91,"R",46,"R",37,"R",9
101435,0,1,0,0,0,0,4,-2,-2,71,0,0,1,0,1,0,0,0,0,0,0,0,2,1,2,1,2,2,3,1,1,3,2,"R",541,"R",444,"R",336,"R",313,"R",139,"R",117,"R",0,"R",0,2,"R",28,"R",11,"R",256,"R",100,"R",410,"R",660,"R",420,"R",650,"B",.,"B",.,"R",18,"R",26,"R",17,"R",28,"R",16,"R",25,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,360,1,360,1,360,2,-2,-2,1,"R",20,"A",.,"A",.,1,1,2,2,1,1,2,2,2,1,"R",490,1,"R",19,"A",.,"A",.,"R",6720,2,"R",139,"R",117,"R",256,"R",985,"R",649,"R",256,"R",0
101453,0,1,0,0,0,0,4,-2,-2,74,0,0,1,0,1,0,1,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",25,"R",25,"A",.,1,1,1,2,1,1,1,2,2,1,"R",40,3,"A",.,"R",3000,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101462,1,0,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"Z",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101471,1,0,-2,0,1,1,1,2,0,-2,0,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"Z",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101480,0,1,1,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,1,0,0,0,0,2,3,3,1,3,3,3,1,1,3,2,"R",1320,"R",1979,"R",1141,"R",1712,"R",556,"R",696,"R",30,"R",20,2,"R",296,"R",23,"R",1105,"R",85,"R",410,"R",500,"R",410,"R",500,"B",.,"B",.,"R",17,"R",22,"R",16,"R",22,"R",16,"R",21,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,126,1,126,1,126,1,126,-2,1,"R",20,"R",20,"A",.,1,1,1,2,1,1,1,2,1,1,"R",1609,2,"A",.,"R",2148,"R",3763,"A",.,2,"R",586,"R",716,"R",1302,"R",3299,"R",2853,"R",1252,"R",50
101499,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,1,"R",128,3,"A",.,"R",2800,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101505,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101514,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"Z",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101541,0,1,0,0,0,0,4,-2,-2,54,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,1,2,2,3,1,1,4,2,"B",.,"R",309,"B",.,"R",248,"B",.,"R",80,"B",.,"B",.,2,"R",6,"R",1,"R",75,"R",94,"R",570,"R",590,"R",520,"R",640,"R",470,"R",540,"R",19,"R",25,"R",19,"R",26,"R",17,"R",22,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,0,0,0,1,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",35,"A",.,"A",.,1,1,2,2,1,2,2,2,2,1,"R",249,1,"R",20,"R",3980,"R",3140,"A",.,2,"B",.,"R",80,"R",80,"R",309,"R",248,"R",80,"B",.
101569,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,1,"R",105,1,"R",14,"A",.,"A",.,"R",4000,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101587,0,1,0,0,0,0,1,2,0,-2,0,0,1,0,1,0,1,0,0,0,0,0,2,1,3,1,2,3,3,1,1,4,2,"B",.,"B",.,"B",.,"B",.,"B",.,"B",.,"B",.,"B",.,2,"R",1,"R",1,"R",339,"R",99,"B",.,"B",.,"B",.,"B",.,"B",.,"B",.,"R",15,"R",21,"R",15,"R",22,"R",15,"R",20,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,146,1,146,1,146,1,146,-2,1,"R",20,"R",20,"A",.,1,1,1,2,1,1,1,2,1,1,"R",833,1,"R",19,"R",1640,"R",1984,"A",.,2,"B",.,"B",.,"R",340,"R",883,"R",344,"R",317,"R",23
101602,1,1,-2,1,1,0,1,2,9,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101648,0,1,-2,0,0,1,1,2,0,-2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,3,1,1,3,3,1,1,3,2,"R",587,"R",192,"R",289,"R",84,"R",195,"R",29,"R",0,"R",0,2,"R",67,"R",30,"R",157,"R",70,"R",460,"R",570,"R",510,"R",610,"R",450,"R",580,"R",18,"R",24,"R",16,"R",22,"R",17,"R",25,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,-2,1,1,0,0,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",40,"A",.,"A",.,1,1,2,-2,1,2,2,-2,1,1,"R",500,1,"R",20,"A",.,"A",.,"R",3450,1,"R",195,"R",29,"R",224,"R",779,"R",373,"R",224,"R",0
101675,0,1,0,0,0,0,4,-2,-2,55,0,0,0,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,161,1,161,1,161,1,161,-2,1,"R",0,"A",.,"A",.,1,1,2,2,1,1,2,2,2,1,"R",845,1,"R",19,"R",3040,"R",2266,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101693,0,1,0,0,0,0,4,-2,-2,75,0,0,1,0,1,0,1,0,0,0,0,0,2,1,2,1,2,3,3,1,1,3,2,"R",739,"R",1198,"R",297,"R",720,"R",80,"R",120,"R",9,"R",13,2,"R",40,"R",20,"R",160,"R",80,"R",500,"R",700,"R",500,"R",650,"R",450,"R",700,"R",20,"R",25,"R",20,"R",26,"R",18,"R",24,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,-2,1,1,0,0,0,0,1,1,0,1,0,0,0,0,2,-2,1,337,1,337,1,337,-2,1,"R",30,"R",40,"A",.,1,1,1,2,1,1,1,2,2,1,"R",570,1,"R",21,"R",4260,"R",2880,"A",.,2,"R",89,"R",133,"R",222,"R",1937,"R",1017,"R",200,"R",22
101709,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,0,0,0,0,2,1,2,1,2,3,3,1,1,3,1,"R",470,"R",967,"R",357,"R",763,"R",144,"R",324,"R",0,"R",11,1,"R",16,"R",3,"R",463,"R",97,"B",.,"B",.,"B",.,"B",.,"B",.,"B",.,"R",19,"R",24,"R",19,"R",25,"R",17,"R",23,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,146,1,146,1,146,-2,1,"R",25,"R",25,"A",.,1,1,1,2,1,1,1,2,1,1,"R",1288,1,"R",21,"R",2714,"R",1500,"A",.,1,"R",144,"R",335,"R",479,"R",1437,"R",1120,"R",468,"R",11
101736,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"Z",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,1,"R",76,3,"A",.,"R",1675,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101879,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,1,0,0,0,0,2,2,2,1,2,3,3,1,1,4,2,"B",.,"B",.,"B",.,"B",.,"B",.,"B",.,"B",.,"B",.,2,"R",23,"R",2,"R",868,"R",85,"R",360,"R",480,"R",390,"R",550,"B",.,"B",.,"R",18,"R",23,"R",17,"R",24,"R",17,"R",22,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,146,1,146,1,146,1,146,-2,1,"R",25,"R",25,"A",.,1,1,1,2,1,1,1,2,1,1,"R",1372,2,"A",.,"R",2060,"R",2400,"A",.,2,"B",.,"B",.,"R",1022,"R",2330,"R",1022,"R",934,"R",88
101897,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"Z",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101912,0,1,0,0,0,0,4,-2,-2,95,0,0,1,0,1,0,0,0,0,0,0,0,2,1,3,1,2,1,3,1,1,4,1,"R",550,"R",854,"R",249,"R",448,"R",155,"R",235,"R",0,"R",4,1,"R",205,"R",52,"R",198,"R",50,"R",400,"R",530,"R",370,"R",500,"B",.,"B",.,"R",16,"R",22,"R",16,"R",22,"R",15,"R",20,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,0,1,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",25,"A",.,"A",.,1,1,2,2,1,1,2,2,2,1,"R",1226,1,"R",19,"R",3028,"R",4142,"A",.,1,"R",155,"R",239,"R",394,"R",1404,"R",697,"R",390,"R",4
101949,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101958,1,0,-2,0,0,0,2,-2,-2,-2,0,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,2,"R",90,"A",.,"A",.,1,1,-2,-2,1,2,-2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101994,1,0,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
102030,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,0,0,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
102049,1,1,1,0,0,0,4,-2,-2,54,0,0,1,0,1,0,1,1,1,1,0,0,2,1,2,1,1,1,3,1,1,3,1,"R",657,"R",1180,"R",546,"R",1027,"R",252,"R",392,"R",4,"R",0,1,"R",202,"R",31,"R",503,"R",78,"R",510,"R",630,"R",520,"R",630,"B",.,"B",.,"R",22,"R",27,"R",21,"R",27,"R",22,"R",29,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,126,1,126,1,126,1,126,-2,4,"R",35,"R",35,"R",50,1,1,1,1,1,1,1,1,2,1,"R",1860,1,"R",19,"R",3220,"R",3100,"A",.,2,"R",256,"R",392,"R",648,"R",1837,"R",1573,"R",644,"R",4
102067,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"Z",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
102076,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"Z",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,1,"R",83,1,"R",15,"R",1350,"R",1050,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
