UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL12,LEVEL17,LEVEL18,LEVEL19,OPENADMP,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,APPDATE,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,SATACTDT,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XSATWR25,SATWR25,XSATWR75,SATWR75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75,XACTWR25,ACTWR25,XACTWR75,ACTWR75,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO3,SLO5,SLO51,SLO52,SLO53,SLO6,SLO7,SLO8,SLO81,SLO82,SLO83,SLO9,YRSCOLL,STUSRV1,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBFAC,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4,CALSYS,XAPPFEEU,APPLFEEU,XAPPFEEG,APPLFEEG,FT_UG,FT_FTUG,FT_GD,PT_UG,PT_FTUG,PT_GD,TUITVARY,ROOM,XROOMCAP,ROOMCAP,BOARD,XMEALSWK,MEALSWK,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,ALLONCAM,XENRLM,ENRLM,XENRLW,ENRLW,XENRLT,ENRLT,XAPPLCN,APPLCN,XADMSSN,ADMSSN,XENRLFT,ENRLFT,XENRLPT,ENRLPT,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4,DISAB,XDISABPC,DISABPCT,DISTNCED
100937,0,1,0,0,0,0,4,-2,-2,71,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,2,1,2,1,1,2,2,"R",853,"R",945,"R",553,"R",601,"R",162,"R",116,"R",0,"R",0,2,"R",94,"R",34,"R",236,"R",85,"R",500,"R",620,"R",490,"R",630,"R",490,"R",630,"R",23,"R",29,"R",23,"R",31,"R",22,"R",27,"B",.,"B",.,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,-2,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,198,1,198,1,198,1,198,4,"R",40,"A",.,1,1,2,1,2,2,2,1,"R",1597,2,"A",.,"R",5450,"R",4570,"A",.,2,"R",162,"R",116,"R",278,"R",1798,"R",1154,"R",278,"R",0,1,0,0,1,0,1,"A",.,2
101028,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,0,0,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0,1,"A",.,2
101073,0,1,0,0,0,0,4,-2,-2,68,0,0,1,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,130,1,130,1,130,2,-2,1,"R",10,"A",.,1,1,2,1,1,2,2,1,"R",500,1,"R",19,"R",1730,"R",2420,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,1,0,1,"A",.,2
101116,0,1,0,0,0,0,2,-2,-2,-2,0,0,1,0,1,0,1,0,0,0,0,0,2,3,3,1,3,3,3,2,1,1,1,"R",46,"R",101,"R",28,"R",55,"R",13,"R",18,"R",8,"R",15,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,"R",50,"R",50,1,1,1,1,1,1,2,1,"R",12,3,"A",.,"R",4950,"A",.,"A",.,2,"R",21,"R",33,"R",54,"R",150,"R",83,"R",31,"R",23,2,0,0,0,0,1,"A",.,2
101143,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,1,"A",.,2
101161,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,1,1,"R",440,1,"R",15,"A",.,"A",.,"R",5400,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0,1,"A",.,2
101189,0,1,0,0,0,0,4,-2,-2,74,0,0,1,0,1,0,1,0,0,0,1,0,2,1,2,1,2,2,2,1,1,3,2,"R",680,"R",535,"R",411,"R",294,"R",194,"R",122,"R",4,"R",3,2,"R",51,"R",16,"R",286,"R",89,"R",281,"R",483,"R",254,"R",472,"R",255,"R",449,"R",17,"R",25,"R",16,"R",25,"R",16,"R",23,"B",.,"B",.,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,315,1,334,1,334,2,-2,1,"R",25,"R",35,1,1,1,1,1,1,2,1,"R",614,1,"R",20,"R",3250,"R",3400,"A",.,2,"R",198,"R",125,"R",323,"R",1215,"R",705,"R",316,"R",7,1,0,0,1,0,1,"A",.,2
101240,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,1,1,"R",110,1,"R",15,"A",.,"A",.,"R",3200,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,1,"A",.,2
101277,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,0,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"B",.,"A",.,1,1,-2,2,2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2
101286,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"B",.,"A",.,1,1,2,1,1,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,1,"A",.,2
101295,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"B",.,"A",.,1,1,2,1,1,2,1,1,"R",199,3,"A",.,"R",1800,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,1,"A",.,2
101301,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,1,"A",.,2
101365,0,1,0,0,0,0,2,-2,-2,-2,0,1,1,0,1,0,0,0,0,0,0,0,2,3,3,1,3,3,3,2,2,1,2,"R",44,"R",99,"R",43,"R",97,"R",13,"R",27,"R",8,"R",21,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",21,"R",48,"R",69,"R",143,"R",140,"R",40,"R",29,1,0,0,1,0,1,"A",.,2
101435,0,1,0,0,0,0,4,-2,-2,71,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,1,2,2,2,1,2,3,2,"R",959,"R",451,"R",554,"R",320,"R",162,"R",94,"R",0,"R",0,2,"R",38,"R",15,"R",232,"R",91,"R",440,"R",595,"R",453,"R",558,"R",413,"R",540,"R",19,"R",23,"R",19,"R",24,"R",17,"R",23,"B",.,"B",.,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,335,1,360,1,360,1,360,1,"R",0,"A",.,1,1,2,1,1,2,2,1,"R",544,1,"R",19,"A",.,"A",.,"R",8000,2,"R",162,"R",94,"R",256,"R",1410,"R",874,"R",256,"R",0,1,1,0,1,0,1,"A",.,2
101453,0,1,0,0,0,0,4,-2,-2,74,0,0,1,0,1,0,1,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",25,"R",25,1,1,1,1,1,1,2,1,"R",48,1,"R",8,"R",3000,"R",840,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2
101462,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,1,"A",.,2
101471,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,2,1,"R",4500,3,"A",.,"R",0,"A",.,"A",.,1,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0,1,"A",.,2
101480,0,1,1,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,0,1,0,0,2,3,3,1,3,3,3,1,1,3,2,"R",1567,"R",1833,"R",1300,"R",1544,"R",623,"R",761,"R",17,"R",13,2,"R",236,"R",17,"R",1262,"R",89,"R",410,"R",520,"R",420,"R",520,"B",.,"B",.,"R",18,"R",25,"R",19,"R",26,"R",17,"R",24,"B",.,"B",.,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,126,1,126,1,126,1,126,1,"R",30,"R",30,1,1,1,1,1,1,1,1,"R",1705,2,"A",.,"R",3380,"R",3921,"A",.,1,"R",640,"R",774,"R",1414,"R",3400,"R",2844,"R",1384,"R",30,1,0,0,1,0,2,"R",4,2
101499,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"B",.,"A",.,1,1,2,1,1,2,1,1,"R",128,3,"A",.,"R",3000,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,1,"A",.,2
101505,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,1,"A",.,2
101514,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,1,"A",.,2
101541,0,1,0,0,0,0,4,-2,-2,54,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,1,2,2,3,1,1,3,2,"Z",0,"R",269,"Z",0,"R",200,"Z",0,"R",75,"B",.,"Z",0,2,"R",11,"R",15,"R",72,"R",96,"R",430,"R",560,"R",410,"R",510,"R",420,"R",540,"R",19,"R",25,"R",19,"R",24,"R",17,"R",23,"B",.,"B",.,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,0,0,0,1,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",35,"A",.,1,1,2,1,2,2,2,1,"R",249,1,"R",21,"R",4800,"R",3750,"A",.,1,"B",.,"R",75,"R",75,"R",269,"R",200,"R",75,"Z",0,1,0,1,1,0,2,"R",4,2
101569,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,1,1,"R",110,1,"R",15,"R",3000,"R",1000,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,1,"A",.,2
101587,0,1,0,0,0,0,1,2,0,-2,0,0,1,0,1,0,1,0,0,0,0,0,2,1,3,1,2,3,3,1,1,4,2,"R",415,"R",522,"R",172,"R",283,"R",159,"R",185,"R",3,"R",7,2,"R",12,"R",4,"R",342,"R",97,"R",462,"R",500,"R",535,"R",660,"B",.,"B",.,"R",18,"R",22,"R",18,"R",23,"R",16,"R",22,"B",.,"B",.,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,146,1,146,1,146,1,146,1,"R",25,"R",25,1,1,1,1,1,1,1,1,"R",800,1,"R",19,"R",2560,"R",2280,"A",.,2,"R",162,"R",192,"R",354,"R",937,"R",633,"R",344,"R",10,1,0,1,1,0,1,"A",.,2
101602,1,1,-2,1,1,0,1,2,9,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"B",.,"A",.,1,1,2,1,1,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,1,"A",.,2
101648,0,1,-2,0,0,0,1,2,0,-2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,3,3,1,1,3,2,"R",631,"R",156,"R",398,"R",76,"R",226,"R",46,"R",0,"R",0,2,"R",134,"R",49,"R",192,"R",71,"R",460,"R",600,"R",490,"R",620,"B",.,"B",.,"R",19,"R",26,"R",17,"R",25,"R",17,"R",25,"B",.,"B",.,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,-2,1,1,0,0,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",30,"A",.,1,1,2,1,2,2,1,1,"R",500,1,"R",21,"A",.,"A",.,"R",3950,1,"R",226,"R",46,"R",272,"R",787,"R",474,"R",272,"R",0,1,0,1,0,0,1,"A",.,2
101675,0,1,0,0,0,0,4,-2,-2,55,0,0,0,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,161,1,161,1,161,1,161,1,"R",0,"A",.,1,1,2,1,1,2,2,1,"R",750,1,"R",19,"R",3822,"R",2730,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2
101693,0,1,0,0,0,0,4,-2,-2,75,0,0,1,0,1,0,1,0,0,0,0,0,2,1,2,1,2,3,3,1,1,3,2,"R",238,"R",382,"R",202,"R",298,"R",99,"R",146,"R",0,"R",6,2,"R",34,"R",14,"R",217,"R",86,"R",430,"R",549,"R",433,"R",577,"B",.,"B",.,"R",20,"R",26,"R",20,"R",26,"R",16,"R",22,"B",.,"B",.,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,2,-2,1,334,1,334,1,334,1,"R",50,"R",40,1,1,1,1,1,1,2,1,"R",596,1,"R",19,"R",4350,"R",3310,"A",.,2,"R",99,"R",152,"R",251,"R",620,"R",500,"R",245,"R",6,1,0,0,1,0,1,"A",.,2
101709,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,1,0,0,0,0,2,1,2,1,2,3,3,1,1,3,2,"R",429,"R",921,"R",342,"R",680,"R",173,"R",324,"R",3,"R",7,2,"R",27,"R",5,"R",473,"R",93,"B",.,"B",.,"R",485,"R",605,"R",460,"R",630,"R",20,"R",26,"R",18,"R",24,"R",20,"R",28,"B",.,"B",.,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,157,1,157,1,157,1,"R",30,"R",30,1,1,1,1,1,1,1,1,"R",1253,1,"R",21,"R",3312,"R",1880,"A",.,2,"R",176,"R",331,"R",507,"R",1350,"R",1022,"R",497,"R",10,1,0,0,1,0,2,"R",7,2
101736,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,0,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,1,"A",.,2
101879,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,1,0,0,0,0,2,2,2,1,2,3,3,1,1,3,2,"R",876,"R",1260,"R",768,"R",1104,"R",361,"R",519,"R",6,"R",5,2,"R",19,"R",2,"R",850,"R",95,"R",420,"R",530,"R",425,"R",535,"B",.,"B",.,"R",18,"R",25,"R",18,"R",25,"R",17,"R",23,"B",.,"B",.,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,146,1,146,1,146,1,146,1,"R",25,"R",25,1,1,1,1,1,1,1,1,"R",1200,2,"A",.,"R",2726,"R",2764,"A",.,2,"R",367,"R",524,"R",891,"R",2136,"R",1872,"R",880,"R",11,1,0,0,1,0,1,"A",.,2
